text,id
привыкнуть жить один ты один ты встречать рассвет слышать проснуться я стать легко дышать открытый окно повторять лишь один знать вдоль ночной дорога идти босиком жалеть нога сердце твой рука потерять сломать нести вдоль ночной дорога пепел любовь рука сбить нога кровь пульс твой глаз потерять сломать январь пусть биться серый дождь он окно пусть обнимать помнить всё равно пусть случайно мой имя вслух произнести пусть молчать всё помнить окно сжигать фонарь проклятый дождь нежный мальчик простить дрожь пусть сквозь слеза прошептать тихий прощать забывать забывать знать вдоль ночной дорога идти босиком жалеть нога сердце твой рука потерять сломать нести вдоль ночной дорога пепел любовь рука сбить нога кровь пульс твой глаз потерять сломать знать вдоль ночной дорога идти босиком жалеть нога сердце твой рука потерять сломать нести вдоль ночной дорога пепел любовь рука сбить нога кровь пульс твой глаз потерять сломать ,43
трулал настя каменский сеньор потап трулал сейчас красиво улыбаться выходить лить каждый вечер тусоваться дорогущий казино удаться пройти охрана вечер увидеть шуба ты это песец твой 32 зуб сверкать алмаз обжигать красота гламурный зараза бывать право сказать вечер такой слово крутить пара пара такой запара запара крутить мы путь ты пара простить давать настя крутить пара пара такой запара запара крутить мы путь ты пара простить сеньор потап собрать нормально деньга собрать свой понт хотеть б свободно переслать ты деньга хватить понт заценить любовь мой убить кранты sentire basta это слово подходить потап это всё сказать сицилийский папа эй красавица bello почему perche говорить наш язык крутить пара пара такой запара запара крутить мы путь ты пара простить давать настя крутить пара пара такой запара запара крутить мы путь ты пара простить аккордеон жать мех ваня подняться выше крыша богатенький офис казино 25 этаж солидный персона ты зуб крутой чак норрис крутой ван дамма видеть грустно смешно бросить друг проиграть казино империя империя щёлкнуть палец это делать очень просто делать потап нук щёлкнуть прощёлкать давать протереть стекло протереть стекло стоп господин потап начинаться хипхоп знать уважать сцена просто обожать деньга власть любовь страсть показать мы каменский настя натянуть пальчик нежный рука свой чулок подкрасить губа проверить лак дух потап вау танец простой нужно стесняться достаточно показать свой богатство плечо поп королева айренби хипхоп жизнь такой штука всякий случиться измерять любовь условный единица крутить пара пара такой запара запара крутить мы путь ты пара простить давать настя крутить пара пара такой запара запара крутить мы путь ты пара простить ,44
месяц небо слишком пустой глянуть давить висок услышать звезда шуметь разбудить коготь хотеть нога лужа след оставить стать путеводный слеза твой послать глаз сердце любить страдать плакать берёза жёлтый лист плакать осина красный слеза кидать лист лететь лист вместе вы падать лист разорвать любовь кусок быть слушать звук тоска неважно свет солнце город земля расти фонарь хотеться дождаться заря ты всё рассказать удержать губа твой целовать плакать берёза жёлтый лист плакать осина красный слеза кидать лист лететь лист вместе вы падать лист ,45
рисовать асфальт белый мел слово хватить хватить ложь хватить боль отпустить воля рисовать белый мел всё давно хотеть линия взлёт кардиограмма сердце мир терпеть рана фиолетовый пудра жизнь акула беззубый завтра мел исчезнуть лужа десятка машина себя след оставить разноцветный шина белый крошка серый камень кемтый другой оставить слово ждать слово всюду помнить забыть хотеть мочь дождаться счастие жизнь год 20 нужно слово сидеть место место фиолетовый пудра жизнь акула беззубый завтра мел исчезнуть лужа десятка машина себя след оставить разноцветный шина палец белый палец синий белый мел похожий иня синий мел похожий небо эх красный мир похожий калека чёрный трудно жить цветной человек мел стащить пятый класс жалко жизнь разукрасить мел стащить пятый класс жалко жизнь разукрасить фиолетовый пудра жизнь акула беззубый завтра мел исчезнуть лужа десятка машина себя след оставить разноцветный шина фиолетовый пудра жизнь акула беззубый завтра мел исчезнуть лужа десятка машина себя след оставить разноцветный шина ,46
заводной игрушка твой хрупкий ручка легко теряться просто наслаждаться никакой секрет никакой запрет сказать просто мечта легко одетый твой сердце лето найти ответ слишком свет странный рисунок твой сердце струнка заводить ум сводить мулатка шоколадка ночью всё гладко мулатка шоколадка любить сладко мулатка шоколадка ночью всё гладко мулатка шоколадка любить сладко разгадать быстро твой загадка растаять сладко словно шоколадка никакой секрет никакой запрет сказать просто мечта от пропасть запасть ещё такой русский встречать хотеть всё что мечтать закончить начать сначала мулатка шоколадка ночью всё гладко мулатка шоколадка любить сладко мулатка шоколадка ночью всё гладко мулатка шоколадка любить сладко мулатка шоколадка ночью всё гладко мулатка шоколадка любить сладко мулатка шоколадка ночью всё гладко мулатка шоколадка любить сладко ,47
любить пугливый речь аппликация лес река вертикальный её почерк машинный наскальный её профиль сон тишина узнать её узнать её узнать узнать её узнать её узнать её узнать узнать её любить варение ласка арифметик лето опыт кровь её изумрудный бровь колоситься знак луна узнать её тысяча её образ сердце высечь узнать её тысяча слово глаз голос её образ сердце высечь аромат гладиолус любить речной часы позывной дождь полутёмный беседка осень тянуться запереть клетка долго долго сам весна узнать её тысяча её образ сердце высечь источник tekstypesenokru узнать её тысяча слово глаз голос её образ сердце высечь аромат гладиолус узнать её узнать её узнать её узнать её узнать узнать узнать её узнать её узнать её узнать её тысяча её образ сердце высечь узнать её тысяча аромат гладиолус ,48
увлечь череда событие глобус рука твой жаждать открытие повториться вновь история no regret no glory неистовый зверь повелитель колыбель твой обитель решить делать всё наверняка плохой девочка неистовый зверь повелитель колыбель твой обитель готовый ты час навеко плохой девочка тело мой зажигать вулкан взрываться устать устать повториться вновь история no regret no glory неистовый зверь повелитель колыбель твой обитель решить делать всё наверняка плохой девочка твой плохой девочка неистовый зверь повелитель колыбель твой обитель готовый ты час навеко плохой девочка твой плохой девочка делать всё делать всё делать делать делать всё всё всё всё твой плохой девочка ,49
умереть стать ветер быть жить твой крыша умереть стать солнце всё равно быть выше осенний ветер быть гдеть летать ты ветер свет понять незаметно шепнуть тепло ах солнце быть пока солнце слышать быть петь ты песня крыша быть снова тот кто дышать остаться ветер лишь стать быть ждать лишь твой улыбка быть слушать твой пластинка твой ресница собирать снежинка остаться ветер лишь стать умереть стать ветер земля падать первый снег смеяться летать ты свет счастливый мир умереть стать солнце украсть мой мороз зацвести сад мимоза сердце льдинка стать слеза быть пока солнце слышать быть петь ты песня крыша быть снова тот кто дышать остаться ветер лишь стать быть ждать лишь твой улыбка быть слушать твой пластинка твой ресница собирать снежинка остаться ветер лишь стать ,50
загадка платье загадка тело любовь сам дело глаз закрывать лететь небо синий небо однажды стать тесно ты интересно взять свой сердце честно отпустить её отпустить её навстречу ветер четыре тысяча километр держать тугой крыло отпустить её отпустить её навстречу солнце взлететь сорваться жалеть плакать бояться отпустить её думать дышать думать невозможно выше признаться знать выйти сильный снова это несерьёзно холодное день ночной слеза хотеться поздно отпустить её отпустить её навстречу ветер четыре тысяча километр держать тугой крыло отпустить её отпустить её навстречу солнце взлететь сорваться жалеть плакать бояться отпустить её ооооо отпустииииия отпустить её навстречу ветер четыре тысяча километр держать тугой крыло отпустить её отпустить её навстречу солнце взлететь сорваться жалеть плакать бояться отпустить её ,51
расточительный взгляд стильномодный заряд голова авангард три девчонка подряд обаятельный гад сладковатый дымка спина холодок захламить чердак пол кавардак очень сильный кулак вовавова вовавовачума вовавовачума вовавовачума вовавовачума вовавова вовавовачума вовавовачума вовавовачума вовавовачума ничей глаз залить нету крутой злеть эгегей искусительный змея обходить сторона стена порой гениальный отстой бывать просто спеть вовавова вовавовачума вовавовачума вовавовачума вовавовачума вовавова вовавовачума вовавовачума вовавовачума вовавовачума ,52
glare on a window sparrow for crumbs we measure our time by sips rainbow dots crumbled wads were alone though with everyone yes its not that easy but still possible heart whispered me and i said maybe in the next life when i become a cat nananana maybe in the next life when i become a cat nananana maybe my lipstic touch it with your gaze its time for me to say goodbye i alow you bravely on the paper made of chalk sign with shiny smile yes its not that easy but still possible heart whispered me and i said maybe in the next life when i become a cat nananana maybe in the next life when i become a cat nananana maybe maybe in the next life when i become a cat nananana maybe in the next life when i become a cat nananana maybe maybe ,53
понарошку счастие крошка ладошка положить жу жу жу аккуратно красный бант обёртка развязать жу жу жу аппетитно очень сытно этот форма влечь чёт чёт чёт ароматный приятный получать зачёт чёт чёт чёт реальный заметный очень ладный молодец дец дец дец девчонка заменять хороший мир леденец нец нец нец просто ласково потрогать кончик мой ухо ухо ухо ухо запрыгать я выше кожаный мяч мяч мяч шоколадный заяц ласковый мерзавец сладкий сто ооо шоколадный заяц губа твой касаться тая легко ооо шоколадный заяц ласковый мерзавец сладкий сто ооо шоколадный заяц губа твой касаться тая легко ооо карамелька ириска таять прямо глаз зах зах зах сказать эй киска слышать ахахи ах ах ах невозможно очень сложно оторваться осторожно съесть кусочек уверять шоколадный заяц ласковый мерзавец сладкий сто ооо шоколадный заяц губа твой касаться тая легко ооо шоколадный заяц ласковый мерзавец сладкий сто ооо шоколадный заяц губа твой касаться тая легко ооо шоколадный заяц ласковый мерзавец сладкий сто ооо шоколадный заяц губа твой касаться тая легко ооо шоколадный заяц ласковый мерзавец сладкий сто ооо шоколадный заяц губа твой касаться тая легко ооо ,54
это dj это клоун нам таких disco superstar это mc толстый олух гнать сцены disco superstar танцполе утро зале стало пусто тебе немного грустно холодно грусти достань любимую пластинку скажи тихотихо супер dj пусть ходят пароходы пестрят журналы моды плохой погоды снега дождей давай смелее парень пусть мелодия дурманит пусть те остался знают супер dj disco superstar disco superstar disco superstar никто должен слышать болен устал супер dj disco superstar это супер dj супермега mc party porno killer disco superstar это супер dj crazy midnight dancer просто клевый парень disco superstar своей девчонкой ссоре порядке школе весел спокоен улыбка ушей пластинки пыль смахнешь песней унесешься однажды проснешься супер dj однажды возвратишься свой самый первый зал это самый dj disco superstar это супер dj супермега mc party porno killer disco superstar это супер dj crazy midnight dancer гости нам приехал disco superstar супер dj супермега mc party porno killer disco superstar это модный dj crazy midnight dancer клевый толстый парень disco superstar танцуй танцуй сказал disco superstar disco superstar супермега mc disco superstar party porno killer disco superstar crazy midnight dancer disco superstar disco superstar dj клевый толстый парень давай станцуем нами disco superstar это супер dj дай потрогать тачку сядь нам поболтаем disco superstar это супер dj party porno killer принести пива disco superstar это толстый dj выходи сцену че крутой натуре disco superstar это супер dj первый парень денег должен disco superstar супер dj клевый толстый парень заглянешь disco superstar хочу пел весь зал пусть поет весь зал танцуем люди танцполе утро зале стало пусто тебе немного грустно холодно грусти достань любимую пластинку скажи тихотихо супер dj,55
золотистый звон наш прошлое покатиться вдаль школьный стена рассвет встречать взрослый подругий ждать перемена любить мочь любовь найти краешек земля какой песня такой поесть мы хотеться любить почемуть день запомниться зачеркнуть тетрадный клетка плен вопрос стать серьёзный готовый ответ любить мочь любовь найти краешек земля какой песня такой поесть мы хотеться любить ,56
гдеть мечта просыпаться небо камень срываться рука твой отпускать падать подниматься нежно целовать дыхание промолчать свидание вновь исчезать рассвет появляться гдеть гдеть гдеть гдеть я гдеть гдеть гдеть сон неземной гдеть гдеть гдеть ангел мой сон гдеть гдеть гдеть яркий звезда сиять знать один свет ночь растворяться лишь улыбаться имя твой подарить ветер вьюга целовать вновь услышать ответ быть искать гдеть гдеть гдеть гдеть я гдеть гдеть гдеть сон неземной гдеть гдеть гдеть ангел мой сон гдеть гдеть гдеть гдеть гдеть любовь снова ты рядом чувствовать один сам первый взгляд сила свой терять сам первый вздох сердце мой замирать узнать хватать гдеть гдеть гдеть я гдеть гдеть гдеть сон неземной гдеть гдеть гдеть ангел мой сон гдеть гдеть гдеть любовь любовь любовь ,57
наш лето зима грусть всё вернуться слеза забыть утром выглянуть солнце согреть твой путь верить сказать наш время зима кончиться лето придумать сам наш лето зима наш время зима всё время зима придумать сам наш лето зима наш время зима всё время зима придумать сам всё приходить внезапно жалеть всё хотеть стоить лишь захотеть верить сказать никто нужный счастие придумать сам наш лето зима наш время зима всё время зима придумать сам наш лето зима наш время зима всё время зима придумать сам наш лето зима зима наш лето зима наш время зима всё время зима придумать сам наш лето зима наш время зима всё время зима придумать сам наш лето зима ,58
ветер пить земной благодать трудный день вечер светило хотеть спать ангелхранитель взять смочь небо убежать дом бродить сказочный мир просить забрать мама улица городской обратно домой послушный правильный стать хотеть домой чужой биться ночь окно раненый птица дрожать огонь усталый свеча проплывать знакомый лицо понять беспризорный тоска день пройти незаметно улица плечо спать ангел желать погибать ангелхранитель взять смочь небо убежать дом бродить сказочный мир просить забрать мама улица городской обратно домой послушный правильный стать хотеть домой чужой биться ночь окно раненый птица дрожать огонь усталый свеча проплывать знакомый лицо понять беспризорный тоска ангелхранитель взять смочь небо убежать дом бродить сказочный мир ,59
такой девушка звезда светить небо утро такой девушка звезда такой звезда такой девушка звезда такой звезда сиреневый бульвар воскресный площадь ходить девушка такой вериться глаз заметить невозможно волшебный красота один увидеть подумать такой девушка звезда светить небо утро один легко просто влюбиться навсегда обычный парень ты светить такой девушка звезда такой звезда такой девушка звезда такой звезда весь вокруг давно известно трус герой девчонка честно соскучиться ты отбросить сомнение шагнуть сказать видеть мечтать такой девушка звезда светить небо утро один легко просто влюбиться навсегда обычный парень ты светить такой девушка звезда такой звезда такой девушка звезда такой звезда девушка звезда звезда девушка звезда сиреневый бульвар воскресный площадь идти девчонка вериться глаз друг вопрос говорить улыбка сказать невозможно дотянуться звезда дотянуться звезда звезда такой девушка звезда светить небо утро один легко просто влюбиться навсегда обычный парень ты светить такой девушка звезда такой звезда такой девушка звезда такой звезда такой девушка звезда светить небо утро один легко просто влюбиться навсегда обычный парень ты светить такой девушка звезда такой звезда такой девушка звезда такой звезда девушка звезда звезда девушка звезда звезда ,60
словно лист ветер разлетаться мечта словно небо облако золотой облако проплывать земля сон сниться сон когданибудь быть вместе вместе вместе сон сон сон быть вместе когданибудь встречаться ты лишь мой счастливый сон губа шептать тишина идти к придумать хотеть закрывать глаз ты лететь сниться сон когданибудь быть вместе вместе вместе сон сон сон быть вместе когданибудь ,61
ла лалал лалал лалалалалалал далеко утро вчерашний день просто любимый очень ранимый охранять ты песня петь ты хотеть целый мир отдавать улыбка твой улыбка твой солнышко мой вставать ласковый красивый это любовь знать очень похоже рай лалалай лалалай лалалалалалалай лалалай лалалай лалалалалалалай лалалай лалалай лалалалалалалай лалалай лалалай дом околдовать весна дом вдвоём сказка мочь прожить ночь день мало обещать мало скучать целый мир подарить улыбка твой улыбка твой солнышко мой вставать ласковый красивый это любовь знать очень похоже рай солнышко мой солнышко мой вставать ласковый красивый это любовь знать очень похоже рай лайлалалай лалалайлать лалалал лалалалал лайлалалай лалалайлать лайлалалай лалалай лалалалалалал ,62
город опускаться вечер это кинофильм назначаться любимый встреча встреча двое раздавать такой разный роль роль слово открываться любой пароль дважды звёздный огонь розовый закат фильм любовь это кино экран твой любимый герой самый хороший свет влюбиться очень легко ты дарить свой билетик экран твой любимый герой самый хороший парень свет влюбиться очень легко ты дарить билетик кино такой кино билетик кино такой кино каждый вечер деньга немного простой студент любить многое творчество блок прошлый год выходить каждый вечер дом один лицо боль знакомый влюбить звёздный огонь тёмный кинозал фильм любовь это кино экран твой любимый герой самый хороший свет влюбиться очень легко ты дарить свой билетик экран твой любимый герой самый хороший парень свет влюбиться очень легко ты дарить свой билетик кино билетик кино такой кино билетик кино такой кино билетик кино такой кино такой кино ,63
ктонибыть хотеть хотеть ктонибыть хотеть хотеть ещё ктоть хотеть хотеть отлично ещё вопрос ктонибыть хотеть хотеть ктонибыть хотеть хотеть ещё ктоть хотеть хотеть вопрос иметь ойе широкий вселенная гора мой ойе ойеееий начинаться однажды родиться очень скоро узнать свет погладить слон стегать девчонка ранец километр приближаться иностранец хомяк положить кровать подглядывать сестра ложиться спать линейка дымить дружить озорник очень сильно издеваться жук такой узнать лишь слегка подрасти смочь оценить размер бедствие всерьёз однажды гдеть возраст 15 год девчонка объявить эротический одолеть мой влечение заточение сказать взрослеть считать позволить большой такой гора ойе широкий вселенная гора мой ойе ойеееий пусть беда перегоревать строить город лететь млечный путь мочь спортсмен супермен моряк влечение мой завязать узелок ночь выбегать печаль бог хотеть гулять грустить знать делать себя дать ктонибыть любовь ойе широкий вселенная гора мой ойе ойеееий ойе широкий вселенная гора мой ойе ойеееий быть больший важный это запросто уладить допустить быть мэр столичный указ составить лично девчонка хотеть любой момент любой день неделя хотеть яростно беззаветно любой расстояние метр темнота свет солнце старый перец мелкий поец чернобровый белобрысый толстый рябой лысый поддержание мой платформа быть лично сниматься порно это ещё скоро это очень большой гора ойе широкий вселенная гора мой ойе ойеееий гора мой ойе ойеееий ойе широкий вселенная гора мой ойе ойеееий ,64
свет далёкий планета манить ночь мы сниться встретить рассвет неоновый луч завтра повториться взглянуть помнить это летать облако сказать человек мысль песня мечта скрывать семья замок махнуть я небо оставить нараспашку окно безумно нелепо забытый кино лететь высоко любить друг друг небо меж звезда облако помахать рука планета придумать любовь свежий ветер увидеть небо уходить корабль закат торжественно печальный внизу земля это видеть мочь сам замечать необыкновенно внизу проплывать море впервые вселенная лететь высоко любить друг друг небо меж звезда облако помахать рука планета придумать любовь свежий ветер час твой сон чуткий невесомый первый лучик солнце ты заглянуть дом проснуться приходить сон небо рука сон тёплый берег страна вроде странно это видеть высота ктоть ты рядом обидно просыпаться верить твердить планета любовь свежий ветер необыкновенно внизу проплывать море впервые вселенная улетать ты ты остаться небо хотеться остаться небо ты остаться небо хотеться остаться небо мы хотеться остаться небо ты хотеться остаться небо хотеться остаться ,65
зажечься фонарь стихнуть город заря забыть тревога дело красить губа яркий цвет туда музыка смех ты давно идти пора уно моменто синьор дагацци девушка мы белиссимо грацци чао бамбиня бонджорный подруга вместе поднять рука танец танец танцевать девчонка парень пусть постоять сторонка каждый нота движение тело танцевать хотеть танец танец немного никто осудить строго такой упад танцевать это сегодня мы размытый лицо круговорот сегодня унести бесконечный серый день стрелка часы пьянеть прямо глаз бежать кудато быстрый баста сеньор пора расслабленто дас истый фантастиша ловить моменто забыванто сегодня скука вместе поднять рука танец танец танцевать девчонка парень пусть постоять сторонка каждый нота движение тело танцевать хотеть танец танец немного никто осудить строго такой упад танцевать это сегодня мы подруга друг знать знать источник tekstypesenokru это утро настать день след разбежаться такой странный игра танец танец танцевать девчонка парень пусть постоять сторонка каждый нота движение тело танцевать хотеть танец танец немного никто осудить строго такой упад танцевать это сегодня мы танец танец танцевать девчонка парень пусть постоять сторонка танец танец немного никто осудить строго такой упад танцевать это сегодня мы танец ,66
крестикноликий сутки прочь целовать чьюто дочь играть пугать глубина грустить глаз знать осторожно качать волна спокойный сон глупый человек солнце блюдо есть ктоть рассудить всё наблюдать свысока разный судьба сестра подруга прятать осколок всё остаться быстрый вчера ктоть день стряхнуть плечо устало долгий ящик утро неотложный дело собраться осторожно качать волна спокойный сон глупый человек солнце блюдо есть ктоть рассудить всё наблюдать высокий разный судьба сестра подруга прятать осколок всё остаться ,67
откуда знать любить старший страдать спать ночь мочь простить мама убежать убежать мама грусть простить убегать источник txtsongru звать искать улетать уплывать исчезать мама грусть простить улетать хотеть любить это знать это точно знать это точно знать понимать дочка вырасти отпускать свидание ты ты быть вместе хотеть простить мама убежать убежать мама грусть простить убегать искать звать улетать уплывать исчезать мама грусть простить убегать хотеть любить это знать это точно знать ,68
твой вскрик твой вздох слишком отвыкнуть слишком свободный стать спокойный давний слово решить крылатый стать снова убрать рука мой пульс слишком живой мой пульс убрать рука зима сердце душа вьюга знать мочь друг друг зима сердце душа вьюга понимать друг друг далеко говорить я рядом твой надежда беда награда чувствовать сердце взгляд быть рада расстаться однажды обман хотеть рассказать что верить слишком живой позабыть успеть разлюбить суметь ааа ааа зима сердце душа вьюга знать мочь друг друг зима сердце душа вьюга понимать друг друг далеко твой вскрик твой вздох слишком отвыкнуть слишком свободный столько сила твой слово решить крылатый стать снова убрать рука мой пульс слишком живой мой пульс убрать рука ааа ааа зима сердце душа вьюга знать мочь друг друг зима сердце душа вьюга понимать друг друг зима сердце душа стужа знать нужный этот зима сердце остудить мой жизнь ,69
ночной небо ночной проспект убегать счастие убегать лето позвать кудато обмануть любить ждать перестать проигрыш проспект незбыточный сон кудато торопиться вновь догонять вперёд уходить летолето лето лето лабиринт ночной город улица серый дом искать счастие надёжно укрытый гдеть ответ ночной небо ночной проспект убегать счастие убегать лето позвать кудато обмануть любить ждать перестать помнить сказать уходить ненадо быть вместе быть рядом почему снова тёплый вечер прежде ждать случайный встреча проигрыш снова вечер закрыть глаз погаснуть листва бирюза ветер окно постучаться небрежно болтать ты утро рассказать один расстаять душа оставлять надежда прежде ночной небо ночной проспект убегать счастие убегать лето позвать кудато обмануть любить ждать перестать помнить сказать уходить ненадо быть вместе быть рядом почему снова тёплый вечер прежде ждать случайный встреча ночной небо ночной небо ночной проспект ночной проспект убегать счастие убегать счастие убегать лето убегать лето ночной небо ночной небо лето убегать лето убегать любить любить ждать перестать перестать ночной небо ночной небо ночной проспект убегать счастие убегать лето позвать кудато обмануть любить ждать перестать помнить сказать уходить ненадо быть вместе быть рядом почему снова тёплый вечер прежде ждать случайный встреча ,70
постоять спешить провожать рано ещё болеть кровоточить рана говорить просто забыть номер я шутить просто хотеть понять отвезти домой город тихо раствориться сумерки мой печаль ещё немного заплакать мой небо плечо отвезти домой город тихо раствориться сумерки мой печаль ещё немного заплатить обещать завтра вернуться снова ладный прощать давать слово вернуть песня мой память оставить больно коготь ранить отвезти домой город тихо раствориться сумерки мой печаль ещё немного заплакать мой небо плечо отвезти домой город тихо раствориться сумерки мой печаль ещё немного заплатить отвезти домой город тихо раствориться сумерки мой печаль ещё немного заплакать мой небо плечо отвезти домой город тихо раствориться сумерки мой печаль ещё немного заплатить ,71
ночь окно спаться это должный случиться несколько слово чистый страница написать ты отпустить белый конверт счастие мой мчаться свет вслед ты снова снова письмо слово равно равно равно пусть это странно смешно небо давный давно решить равно сердце стучать никто ответить твой друг северный ветер лечь дверь рассвет песня допеть смысл глупо писать длинный письмо набрать номер знакомый сказать слово равно день это ночь равно знать прийти я равно пусть это странно смешно небо давный давно решить равно поднебесье звучать тихий песня мотив простой простой спеть слово равно равно равно день это ночь равно знать прийти я равно пусть это странно смешно небо давный давно решить равно равно ,72
играть barbie dendy одевать levis manteau какойтый парень имя сэнди разграффитить пальто ты везти электричка уметь обращаться огонь едва зачиркать спичка загореться весь дом девушка бывать разный чёрный белые красный весь одинаково хотеться чтонибыть заморочиться девушка бывать разный чёрный белые красный весь одинаково хотеться чтонибыть заморочиться читать детский книжка ходить теннисный корт любить парнишка резать торт ходить вечеринка угол пылиться твой телефон понимать свой фотоснимок разорвать альбом wow девушка бывать разный чёрный белые красный весь одинаково хотеться чтонибыть заморочиться девушка бывать разный чёрный белые красный весь одинаково хотеться чтонибыть заморочиться обмануть обвести запутать хотеть получить укутать одеяло звезда ясный синебелоголубый красный девушка бывать разный чёрный белые красный весь одинаково хотеться чтонибыть заморочиться девушка бывать разный чёрный белые красный весь одинаково хотеться чтонибыть заморочиться девушка бывать разный чёрный белые красный весь одинаково хотеться чтонибыть заморочиться девушка бывать разный чёрный белые красный весь одинаково хотеться чтонибыть заморочиться ,73
быть ты синь морской волна тёмный пучина вода быть ты белый каёмка волна берег море словно душа сам жизнь быть ты быть сам вода обнять утопить любовь берег земля край вода словно ты мой сердце небо мой звезда глубина вода гдеть толща тайна быть ты быть твой мечта быть твой явь быть я мочь понять это всё сказать сметь мочь понять это всё сказать сметь быть ты птица волна краешек тот земля навсегда ты прийти далеко найти крыло быть ты воздух вода быть ты опускать глаз проронять слово словно твой сердце небо мой звезда глубина вода гдеть толща тайна быть ты быть твой мечта быть твой явь быть я мочь понять это всё сказать сметь мочь понять это всё сказать сметь ,74
окончиться тихий лето ночь длинный далёкий рассвет музыка звёздный лист кружение начинаться песня осенний осень это сон листопад слово осень любовь ходить рядом гдеть рядом мы рядом это сон один знать знать воздух чистый звук тихий каждый минута близкий близкий встреча случайный взгляд сплетение начинаться песня осенний осень это сон листопад слово осень любовь ходить рядом гдеть рядом мы рядом это сон один знать осень это сон листопад слово осень любовь ходить рядом гдеть рядом мы рядом это сон один знать жаль знать ,75
помнить ясно помнить стараться любить забыть это всё слово лю любить это всё слово лю любить знать потерять всё сложно верить верить верить верить это всё слово лю любить это всё слово лю любить привет знать подумать казаться любить сволочь всё равно любить это всё слово лю любить это всё слово лю любить всё слово любить ,76
река река река гулять девка гулять мужик река аа река река река река река река река гулять девка гулять мужик река аа река река река река скорость набирать дорога помчаться проблема оставлять ночью тусоваться отдыхать танцевать зажигать устать пикник природа речка ехать один местечко подруга верный девочка манерный маникюр прикид порядок нерв пролетать время быстро крутой берег парень это наш место наш река река река река гулять девка гулять мужик река аа река река река река река река река гулять девка гулять мужик река аа река река река река ехать быстро курить молча словно стая волчий убегать улетать звонок отвечать надоесть город жара холод город пыль проблема пробка мозг заклёпка природа это дело воздух солнце дышать тело девушка хотеть купаться улыбаться целоваться мечтать ехать далёкий крутой берег парень это наш тема наш река река река река источник tekstypesenokru гулять девка гулять мужик река аа река река река река река река река гулять девка гулять мужик река аа река река река река давать танцевать мы чувствовать кураж солнце зажигать весна лето давать танцевать мы чувствовать кураж солнце зажигать весна лето река река река гулять девка гулять мужик река аа река река река река река река река гулять девка гулять мужик река аа река река река река ,77
друг твердить перебой плакать ещё ты решить я любовь сыграть твой признание доверять сам сказать пусть будеш мой судьба сотворить сам мечта сказать сильно любить baby подняться быть выщ облако быть верить чудо твой любовь знать мочь откуда прийдёша сон быть верить чудо твой любовь знать покой вернуть любовь сам найти мы путь заводной волна босиком пойти гулять большой луна любовь приходить мир сам глаз огонь душа весна небо лететь смотреть вниз любовь длиней целый жизнь baby подняться быть выщ облако быть верить чудо твой любовь знать мочь откуда прийдёша сон быть верить чудо твой любовь подняться быть выщ облако быть верить чудо твой любовь знать мочь откуда прийдёша сон быть верить чудо твой любовь ,78
помнить сказка обещать цветок рука носить долго помнить звать себя ехать просить четыре море четыре солнце увезти обещать всё свет говорить твой королева звезда оказаться просто бросать слово ветер сразу поверить ты поверить больно обжечься твой любовь короткий век слишком поздно ехать собраться четыре море четыре солнце увезти обещать всё свет говорить твой королева звезда оказаться просто бросать слово ветер четыре море четыре солнце увезти обещать всё свет говорить твой королева звезда оказаться просто бросать слово ветер ,79
сумерки сменить ночь улететь мой глаз мочь помочь ненавидеть страх жить далеко далёкий твой страна почемуть злиться злиться твой глаз самый нежный свет мой глаз почемуть любить ветер сердце мой ты дышать вольный жизнь хотеть домой смириться новый мысль скоро улететь пока трон греть мой глаз рука держать свой ладонь твой глаз самый нежный свет мой глаз почемуть любить ветер твой глаз самый нежный свет мой глаз почемуть любить ветер твой глаз самый нежный свет мой глаз почемуть любить ветер ,80
слайд тёмный всё отдать откроить пусто небо окно вода накрыть долетать седьмой небо встреча заметить долетать седьмой небо ждать вечно бесконечно капля к ладонь сердце открыть затронуть живой знать долететь почему молчать двое долетать седьмой небо встреча заметить долетать седьмой небо ждать вечно бесконечно долетать седьмой небо встреча заметить долетать седьмой небо ждать вечно бесконечно долетать ,81
подруга подойдик стесняться ok свой номер быстро наберик сказать дом быть пять почему хотеть ты сказать твой красивый фигура ум свести видно сразу дура сказать дом быть семь почему вопрос насос насос насос курить папироса выглядеть вполне конкретно заметно такой ерунда лалалалай лалалалал братишка подойдик боиться поговорить чей быстро расскажик кто сюда прийти почему сегодня очень зло давайк выйти поболтать друг подтягивать свой закончиться знать накатить двое почему вопрос насос насос насос курить папироса выглядеть вполне конкретно заметно такой ерунда лалалалай лалалалал насос насос курить папироса выглядеть вполне конкретно заметно такой ерунда лалалалай лалалалал насос насос курить папироса выглядеть вполне конкретно заметно такой ерунда лалалалай лалалалал ,82
